circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
QAOA-3reg,11,1,5,TransCache,11.00311980000697,1,1.0
QAOA-3reg,11,1,5,FullComp,11.02530450001359,0,0.0
