ts_utc,backend,last_update_date_iso,n_qubits,T1_median_us,T2_median_us,readout_err_mean,sx_gate_err_median,twoq_gate_used,twoq_gate_err_median,twoq_gate_err_min,twoq_gate_err_max,error
2025-09-29T18:17:07Z,ibm_torino,2025-09-29T13:27:26-04:00,133,182886463.28,137269643.21,0.042754,0.000319,cz,0.002881,0.000934,1,
