ts_utc,backend,last_update_date_iso,n_qubits,T1_median_us,T2_median_us,readout_err_mean,sx_gate_err_median,twoq_gate_used,twoq_gate_err_median,twoq_gate_err_min,twoq_gate_err_max,error
2025-09-29T18:17:07Z,ibm_brisbane,2025-09-29T13:59:54-04:00,127,226867634.11,123086480.11,0.032675,0.000251,ecr,0.006712,0.002438,1,
