step,duration_sec,band
02a_tls_auth,1.843144,client/local
02b_backend_query,0.385282,client/local
03_transpile,1.480439,client/local
04_upload_to_cloud,0.371596,client/local
05_to_09_queue,0.959916,server/utc
server_run,2.711329,server/utc
downlink_return,-0.066676,server/utc
