size,method,e2e_latency_mean,e2e_latency_std,final_cache_size_mean,final_cache_size_std,final_hitrate_mean,final_hitrate_std
150,FS+Pre+ttl+SE+ema,4.505099399969913,0.7271111574951429,54.6,7.092249290598858,0.568,0.046284146553892756
150,NoCache,9.235315620375331,0.9135084844528357,0.0,0.0,0.0,0.0
