step,duration_sec,band
02a_tls_auth,1.819316,client/local
02b_backend_query,0.396039,client/local
03_transpile,0.477420,client/local
04_upload_to_cloud,0.437623,client/local
05_to_09_queue,4.464632,server/utc
server_run,3.678859,server/utc
downlink_return,0.022039,server/utc
