circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
QAOA-3reg,8,1,10,FullComp,26.225302699953318,0,0.0
QAOA-3reg,8,1,10,Braket,23.582956199883483,1,0.9
QAOA-3reg,8,1,10,CCache,22.6305664004758,1,0.9
QAOA-3reg,8,1,10,TransCache,21.785326799959876,1,1.0
