circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
QAOA-3reg,11,1,5,TransCache,11.89853679999942,1,1.0
QAOA-3reg,11,1,5,FullComp,12.484579899930395,0,0.0
