circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
GHZ,4,4,5,FullComp,13.900726799853146,0,0.0
GHZ,4,4,5,Braket,12.024006100022234,1,0.8
GHZ,4,4,5,CCache,12.600776399951428,1,0.8
GHZ,4,4,5,TransCache,12.614023200119846,1,1.0
