circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
QAOA,16,4,5,FullComp,13.682551500038244,0,0.0
QAOA,16,4,5,Braket,11.961562299751677,1,0.8
QAOA,16,4,5,CCache,11.479085500119254,1,0.8
QAOA,16,4,5,TransCache,11.632347300183028,1,1.0
