step,duration_sec,band
02a_tls_auth,1.855807,client/local
02b_backend_query,0.868983,client/local
03_transpile,1.276007,client/local
04_upload_to_cloud,0.505972,client/local
05_to_09_queue,3230.912435,server/utc
server_run,7.715663,server/utc
downlink_return,1584.595369,server/utc
