circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
GHZ,4,4,5,FullComp,13.111560499994084,0,0.0
GHZ,4,4,5,Braket,11.455518399947323,1,0.8
GHZ,4,4,5,CCache,11.688239700044505,1,0.8
GHZ,4,4,5,TransCache,10.65890409995336,1,1.0
