step,duration_sec,band
02a_tls_auth,2.082649,client/local
02b_backend_query,0.243600,client/local
03_transpile,1.301469,client/local
04_upload_to_cloud,0.362305,client/local
05_to_09_queue,0.738817,server/utc
server_run,2.945043,server/utc
downlink_return,-0.784536,server/utc
