circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
GHZ,4,4,5,FullComp,13.14767260022927,0,0.0
GHZ,4,4,5,Braket,11.69835069985129,1,0.8
GHZ,4,4,5,CCache,12.839952599839307,1,0.8
GHZ,4,4,5,TransCache,12.290071099996567,1,1.0
