circuit_tag,total_base,total_tcache,speedup_total,base_03,tc_02,tc_03,tc_07,tc_sum_020307,speedup_compile
GHZ-Chain\_all\_QD,4.112,2.227,1.85,3.721,0.020,0.830,1.021,1.872,1.99
LinearEnt\_all\_QD,10.783,3.806,2.83,9.815,0.069,1.899,0.986,2.954,3.32
QFT-Like\_all\_QD,47.321,12.807,3.69,44.018,0.112,8.909,0.858,9.878,4.46
