circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
QAOA-3reg,8,1,5,TransCache,11.354249499971047,1,1.0
QAOA-3reg,8,1,5,CCache,10.684680400183424,1,0.8
QAOA-3reg,8,1,5,Braket,11.004551900085062,1,0.8
QAOA-3reg,8,1,5,FullComp,12.067619700101204,0,0.0
