circuit_tag,total_base,total_tcache,speedup_total,base_03,tc_02,tc_03,tc_07,tc_sum_020307,speedup_compile
GHZ-Chain\_all\_QD,8.191,2.263,3.62,7.386,0.037,0.716,0.836,1.588,4.65
LinearEnt\_all\_QD,20.101,4.405,4.56,18.356,0.135,2.063,0.551,2.749,6.68
QFT-Like\_all\_QD,100.409,17.026,5.90,93.864,0.236,9.683,0.988,10.906,8.61
