method,method_disp,method_order,kind,circuit_label,circuit_idx,start,dur,end,offset,bar
FullCompilation,FullComp,0,run,GHZ-Chain_q7_d6,46,4.629570099994453,0.05797489999895333,4.687544999993406,4.629570099994453,0.05797489999895333
FullCompilation,FullComp,0,run,QAOA-3reg_q15_d2,5,4.687544999993406,0.06016309999904479,4.747708099992451,4.687544999993406,0.06016309999904479
FullCompilation,FullComp,0,run,GHZ-Chain_q15_d2,14,4.747708099992451,0.0593349999981001,4.807043099990551,4.747708099992451,0.0593349999981001
FullCompilation,FullComp,0,run,GHZ-Chain_q13_d4,47,4.807043099990551,0.060868099997605896,4.867911199988157,4.807043099990551,0.060868099997605896
FullCompilation,FullComp,0,run,QSIM-XXZ_q5_d8,2,4.867911199988157,0.05477470000187168,4.922685899990029,4.867911199988157,0.05477470000187168
FullCompilation,FullComp,0,run,QSIM-XXZ_q5_d4,29,4.922685899990029,0.03176029999667662,4.954446199986705,4.922685899990029,0.03176029999667662
FullCompilation,FullComp,0,run,QSIM-XXZ_q7_d8,32,4.954446199986705,0.04758379999839235,5.002029999985098,4.954446199986705,0.04758379999839235
FullCompilation,FullComp,0,run,QFT-Like_q5_d6,48,5.002029999985098,0.032446699995489325,5.034476699980587,5.002029999985098,0.032446699995489325
FullCompilation,FullComp,0,run,LinearEnt_q15_d4,21,5.034476699980587,0.03935490000003483,5.073831599980622,5.034476699980587,0.03935490000003483
FullCompilation,FullComp,0,run,QSIM-XXZ_q5_d6,4,5.073831599980622,0.06589720000192756,5.139728799982549,5.073831599980622,0.06589720000192756
FullCompilation,FullComp,0,run,RCA_q5_d2,49,5.139728799982549,0.041229199996450916,5.180957999979,5.139728799982549,0.041229199996450916
FullCompilation,FullComp,0,run,QSIM-XXZ_q11_d6,50,5.180957999979,0.04917270000078133,5.230130699979782,5.180957999979,0.04917270000078133
FullCompilation,FullComp,0,run,QSIM-XXZ_q7_d8,32,5.230130699979782,0.04110229999787407,5.271232999977656,5.230130699979782,0.04110229999787407
FullCompilation,FullComp,0,run,LinearEnt_q15_d4,21,5.271232999977656,0.04236660000242409,5.31359959998008,5.271232999977656,0.04236660000242409
FullCompilation,FullComp,0,run,VQE-Full_q5_d6,51,5.31359959998008,0.0536257999992813,5.367225399979361,5.31359959998008,0.0536257999992813
FullCompilation,FullComp,0,run,LinearEnt_q7_d6,52,5.367225399979361,0.05437259999962407,5.421597999978985,5.367225399979361,0.05437259999962407
FullCompilation,FullComp,0,run,VQE-Full_q13_d2,53,5.421597999978985,0.028379899998981273,5.4499778999779664,5.421597999978985,0.028379899998981273
FullCompilation,FullComp,0,run,QAOA-3reg_q15_d6,6,5.4499778999779664,0.05892379999932018,5.508901699977287,5.4499778999779664,0.05892379999932018
FullCompilation,FullComp,0,run,QAOA-3reg_q7_d2,10,5.508901699977287,0.0570557999999437,5.56595749997723,5.508901699977287,0.0570557999999437
FullCompilation,FullComp,0,run,VQE-Full_q13_d4,54,5.56595749997723,0.049875400000019,5.615832899977249,5.56595749997723,0.049875400000019
FullCompilation,FullComp,0,run,LinearEnt_q5_d6,55,5.615832899977249,0.029096199999912642,5.644929099977162,5.615832899977249,0.029096199999912642
FullCompilation,FullComp,0,run,RCA_q13_d6,56,5.644929099977162,0.033017499998095445,5.677946599975257,5.644929099977162,0.033017499998095445
FullCompilation,FullComp,0,run,GHZ-Chain_q7_d4,57,5.677946599975257,0.02440270000079181,5.702349299976049,5.677946599975257,0.02440270000079181
FullCompilation,FullComp,0,run,QFT-Like_q7_d2,58,5.702349299976049,0.03501799999867217,5.737367299974721,5.702349299976049,0.03501799999867217
FullCompilation,FullComp,0,run,QSIM-XXZ_q5_d8,2,5.737367299974721,0.033825799997430295,5.771193099972152,5.737367299974721,0.033825799997430295
FullCompilation,FullComp,0,run,QFT-Like_q7_d6,59,5.771193099972152,0.0838383000009344,5.855031399973086,5.771193099972152,0.0838383000009344
FullCompilation,FullComp,0,run,GHZ-Chain_q7_d6,46,5.855031399973086,0.02561280000008992,5.880644199973176,5.855031399973086,0.02561280000008992
FullCompilation,FullComp,0,run,QAOA-3reg_q13_d2,20,5.880644199973176,0.03834099999949103,5.918985199972667,5.880644199973176,0.03834099999949103
FullCompilation,FullComp,0,run,QSIM-XXZ_q11_d6,50,5.918985199972667,0.04750649999914458,5.966491699971812,5.918985199972667,0.04750649999914458
FullCompilation,FullComp,0,run,QSIM-XXZ_q13_d6,35,5.966491699971812,0.05859650000274996,6.025088199974562,5.966491699971812,0.05859650000274996
FullCompilation,FullComp,0,run,LinearEnt_q7_d4,60,6.025088199974562,0.03380990000005113,6.058898099974613,6.025088199974562,0.03380990000005113
FullCompilation,FullComp,0,run,VQE-Full_q15_d8,61,6.058898099974613,0.04220509999868227,6.101103199973295,6.058898099974613,0.04220509999868227
FullCompilation,FullComp,0,run,QSIM-XXZ_q11_d6,50,6.101103199973295,0.08745009999984177,6.188553299973137,6.101103199973295,0.08745009999984177
FullCompilation,FullComp,0,run,QFT-Like_q13_d4,62,6.188553299973137,0.09886630000255536,6.287419599975692,6.188553299973137,0.09886630000255536
FullCompilation,FullComp,0,run,VQE-Full_q13_d4,54,6.287419599975692,0.03226920000088285,6.319688799976575,6.287419599975692,0.03226920000088285
FullCompilation,FullComp,0,run,QFT-Like_q5_d6,48,6.319688799976575,0.031283000000257744,6.350971799976833,6.319688799976575,0.031283000000257744
FullCompilation,FullComp,0,run,QSIM-XXZ_q5_d4,29,6.350971799976833,0.03245170000081998,6.383423499977653,6.350971799976833,0.03245170000081998
FullCompilation,FullComp,0,run,QFT-Like_q11_d2,63,6.383423499977653,0.0543963000018266,6.437819799979479,6.383423499977653,0.0543963000018266
FullCompilation,FullComp,0,run,LinearEnt_q11_d6,9,6.437819799979479,0.040114099996571895,6.477933899976051,6.437819799979479,0.040114099996571895
FullCompilation,FullComp,0,run,QSIM-XXZ_q7_d2,7,6.477933899976051,0.02819179999642074,6.506125699972472,6.477933899976051,0.02819179999642074
FullCompilation,FullComp,0,run,QSIM-XXZ_q5_d6,4,6.506125699972472,0.032620699999824865,6.538746399972297,6.506125699972472,0.032620699999824865
FullCompilation,FullComp,0,run,VQE-Full_q11_d4,15,6.538746399972297,0.02994079999916721,6.568687199971464,6.538746399972297,0.02994079999916721
FullCompilation,FullComp,0,run,LinearEnt_q13_d4,64,6.568687199971464,0.0392682000019704,6.607955399973434,6.568687199971464,0.0392682000019704
FullCompilation,FullComp,0,run,QSIM-XXZ_q5_d8,2,6.607955399973434,0.03346879999662633,6.641424199970061,6.607955399973434,0.03346879999662633
FullCompilation,FullComp,0,run,QSIM-XXZ_q5_d8,2,6.641424199970061,0.03341639999780455,6.674840599967865,6.641424199970061,0.03341639999780455
FullCompilation,FullComp,0,run,QAOA-3reg_q15_d8,65,6.674840599967865,0.06842669999969075,6.743267299967556,6.674840599967865,0.06842669999969075
FullCompilation,FullComp,0,run,LinearEnt_q13_d6,19,6.743267299967556,0.08142029999726219,6.824687599964818,6.743267299967556,0.08142029999726219
FullCompilation,FullComp,0,run,VQE-Full_q5_d2,27,6.824687599964818,0.03188659999796073,6.856574199962779,6.824687599964818,0.03188659999796073
FullCompilation,FullComp,0,run,QSIM-XXZ_q15_d8,66,6.856574199962779,0.0693810000011581,6.925955199963937,6.856574199962779,0.0693810000011581
FullCompilation,FullComp,0,run,GHZ-Chain_q5_d2,17,6.925955199963937,0.0486319999981788,6.974587199962116,6.925955199963937,0.0486319999981788
FullCompilation,FullComp,0,run,RCA_q7_d2,34,6.974587199962116,0.04754080000202521,7.022127999964141,6.974587199962116,0.04754080000202521
FullCompilation,FullComp,0,run,QAOA-3reg_q15_d6,6,7.022127999964141,0.06328690000009374,7.085414899964235,7.022127999964141,0.06328690000009374
FullCompilation,FullComp,0,run,QFT-Like_q5_d4,67,7.085414899964235,0.06077250000089407,7.146187399965129,7.085414899964235,0.06077250000089407
FullCompilation,FullComp,0,run,GHZ-Chain_q15_d4,68,7.146187399965129,0.040621800002554664,7.1868091999676835,7.146187399965129,0.040621800002554664
FullCompilation,FullComp,0,run,QSIM-XXZ_q5_d4,29,7.1868091999676835,0.05736879999676603,7.2441779999644496,7.1868091999676835,0.05736879999676603
FullCompilation,FullComp,0,run,QSIM-XXZ_q5_d6,4,7.2441779999644496,0.04860259999986738,7.292780599964317,7.2441779999644496,0.04860259999986738
FullCompilation,FullComp,0,run,GHZ-Chain_q15_d2,14,7.292780599964317,0.026745499999378808,7.319526099963696,7.292780599964317,0.026745499999378808
FullCompilation,FullComp,0,run,LinearEnt_q15_d6,69,7.319526099963696,0.09595279999848572,7.4154788999621815,7.319526099963696,0.09595279999848572
FullCompilation,FullComp,0,run,QFT-Like_q11_d2,63,7.4154788999621815,0.10016380000161007,7.5156426999637915,7.4154788999621815,0.10016380000161007
FullCompilation,FullComp,0,run,VQE-Full_q5_d2,27,7.5156426999637915,0.025647300004493445,7.541289999968285,7.5156426999637915,0.025647300004493445
FullCompilation,FullComp,0,run,VQE-Full_q7_d4,26,7.541289999968285,0.02504689999841503,7.5663368999667,7.541289999968285,0.02504689999841503
PR,Braket,1,run,QAOA-3reg_q13_d4,0,0.0,0.05289769999944838,0.05289769999944838,0.0,0.05289769999944838
PR,Braket,1,run,QSIM-XXZ_q5_d2,1,0.05289769999944838,0.028801900007238146,0.08169960000668652,0.05289769999944838,0.028801900007238146
PR,Braket,1,run,QSIM-XXZ_q5_d8,2,0.08169960000668652,0.034292599997570505,0.11599220000425703,0.08169960000668652,0.034292599997570505
PR,Braket,1,run,GHZ-Chain_q5_d8,3,0.11599220000425703,0.028582999999343883,0.1445752000036009,0.11599220000425703,0.028582999999343883
PR,Braket,1,run,QSIM-XXZ_q5_d6,4,0.1445752000036009,0.032499599998118356,0.17707480000171927,0.1445752000036009,0.032499599998118356
PR,Braket,1,run,QAOA-3reg_q15_d2,5,0.17707480000171927,0.08185910000247532,0.2589339000041946,0.17707480000171927,0.08185910000247532
PR,Braket,1,run,QAOA-3reg_q15_d6,6,0.2589339000041946,0.08263820000138367,0.34157210000557825,0.2589339000041946,0.08263820000138367
PR,Braket,1,run,QSIM-XXZ_q7_d2,7,0.34157210000557825,0.05461550000109128,0.3961876000066695,0.34157210000557825,0.05461550000109128
PR,Braket,1,run,QAOA-3reg_q15_d2,5,0.3961876000066695,0.011460499998065643,0.40764810000473517,0.3961876000066695,0.011460499998065643
PR,Braket,1,run,QSIM-XXZ_q15_d4,8,0.40764810000473517,0.082079399999202,0.48972750000393717,0.40764810000473517,0.082079399999202
PR,Braket,1,run,LinearEnt_q11_d6,9,0.48972750000393717,0.0692886000033468,0.559016100007284,0.48972750000393717,0.0692886000033468
PR,Braket,1,run,QAOA-3reg_q7_d2,10,0.559016100007284,0.032431400002678856,0.5914475000099628,0.559016100007284,0.032431400002678856
PR,Braket,1,run,QAOA-3reg_q15_d2,5,0.5914475000099628,0.009053199999470962,0.6005007000094338,0.5914475000099628,0.009053199999470962
PR,Braket,1,run,VQE-Full_q5_d8,11,0.6005007000094338,0.053703500001574866,0.6542042000110087,0.6005007000094338,0.053703500001574866
PR,Braket,1,run,VQE-Full_q13_d6,12,0.6542042000110087,0.05032180000489461,0.7045260000159033,0.6542042000110087,0.05032180000489461
PR,Braket,1,run,RCA_q13_d2,13,0.7045260000159033,0.02591759999995702,0.7304436000158603,0.7045260000159033,0.02591759999995702
PR,Braket,1,run,QAOA-3reg_q15_d6,6,0.7304436000158603,0.019265899998572422,0.7497095000144327,0.7304436000158603,0.019265899998572422
PR,Braket,1,run,QSIM-XXZ_q5_d8,2,0.7497095000144327,0.010043999998742947,0.7597535000131757,0.7497095000144327,0.010043999998742947
PR,Braket,1,run,GHZ-Chain_q15_d2,14,0.7597535000131757,0.05184209999788436,0.81159560001106,0.7597535000131757,0.05184209999788436
PR,Braket,1,run,LinearEnt_q11_d6,9,0.81159560001106,0.011285900000075344,0.8228815000111354,0.81159560001106,0.011285900000075344
PR,Braket,1,run,QSIM-XXZ_q5_d8,2,0.8228815000111354,0.009994300002290402,0.8328758000134258,0.8228815000111354,0.009994300002290402
PR,Braket,1,run,QSIM-XXZ_q5_d6,4,0.8328758000134258,0.008013700000446988,0.8408895000138727,0.8328758000134258,0.008013700000446988
PR,Braket,1,run,VQE-Full_q11_d4,15,0.8408895000138727,0.0379319999992731,0.8788215000131459,0.8408895000138727,0.0379319999992731
PR,Braket,1,run,GHZ-Chain_q13_d2,16,0.8788215000131459,0.02588140000079875,0.9047029000139446,0.8788215000131459,0.02588140000079875
PR,Braket,1,run,GHZ-Chain_q5_d8,3,0.9047029000139446,0.0023225000004458707,0.9070254000143905,0.9047029000139446,0.0023225000004458707
PR,Braket,1,run,GHZ-Chain_q5_d2,17,0.9070254000143905,0.024495400000887457,0.9315208000152779,0.9070254000143905,0.024495400000887457
PR,Braket,1,run,QSIM-XXZ_q11_d2,18,0.9315208000152779,0.030617099997471087,0.962137900012749,0.9315208000152779,0.030617099997471087
PR,Braket,1,run,LinearEnt_q13_d6,19,0.962137900012749,0.0407736000015575,1.0029115000143065,0.962137900012749,0.0407736000015575
PR,Braket,1,run,QAOA-3reg_q15_d6,6,1.0029115000143065,0.017707399998471374,1.0206189000127779,1.0029115000143065,0.017707399998471374
PR,Braket,1,run,QAOA-3reg_q13_d2,20,1.0206189000127779,0.06772990000172285,1.0883488000145007,1.0206189000127779,0.06772990000172285
PR,Braket,1,run,QAOA-3reg_q15_d6,6,1.0883488000145007,0.018684999999095453,1.1070338000135962,1.0883488000145007,0.018684999999095453
PR,Braket,1,run,LinearEnt_q15_d4,21,1.1070338000135962,0.06985999999960768,1.1768938000132039,1.1070338000135962,0.06985999999960768
PR,Braket,1,run,QSIM-XXZ_q5_d8,2,1.1768938000132039,0.010191299999860348,1.1870851000130642,1.1768938000132039,0.010191299999860348
PR,Braket,1,run,LinearEnt_q15_d4,21,1.1870851000130642,0.014181800001097145,1.2012669000141614,1.1870851000130642,0.014181800001097145
