circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
QAOA-3reg,11,1,5,TransCache,11.124265699880198,1,1.0
QAOA-3reg,11,1,5,FullComp,11.091633100120816,0,0.0
