circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
GHZ-Chain,4,1,10,FullComp,25.910583299933933,0,0.0
GHZ-Chain,4,1,10,Braket,24.46181530004833,0,0.0
GHZ-Chain,4,1,10,CCache,23.60415810008999,1,0.9
GHZ-Chain,4,1,10,TransCache,22.18052749999333,1,1.0
