label,index,transT,loadT,bindT,execT
QSIM_q7_d8,102,0.0,9.0012326836586e-07,0,0.005336500005796552
QAOA_q15_d4,103,0.03368630004115403,4.00003045797348e-07,0,0.0103152000810951
VQE_q5_d6,104,0.04451759997755289,6.00004568696022e-07,0,0.00409359997138381
LinearEnt_q7_d4,105,0.04415789991617203,7.00121745467186e-07,0,0.0024767001159489155
LinearEnt_q13_d2,106,0.025600400054827332,5.00120222568512e-07,0,0.0032862999942153692
QSIM_q15_d6,107,0.0,1.00000761449337e-06,0,0.012021099915727973
GHZ_q7_d2,108,0.04193080007098615,7.00121745467186e-07,0,0.0025670998729765415
GHZ_q13_d4,109,0.04148939996957779,5.00120222568512e-07,0,0.003593799890950322
LinearEnt_q5_d6,110,0.0,8.00006091594696e-07,0,0.0035075999330729246
QFT_q13_d6,111,0.0,8.998904377222061e-07,0,0.013717800145968795
RCA_q7_d2,112,0.0,4.00003045797348e-07,0,0.0013411999680101871
QSIM_q5_d8,113,0.027736299904063344,4.00003045797348e-07,0,0.004159200005233288
QAOA_q5_d8,114,0.0,4.998873919248581e-07,0,0.004834500141441822
RCA_q7_d4,115,0.022134399972856045,2.998858690261841e-07,0,0.0016678001265972853
Bell_q7_d2,116,0.0,5.00120222568512e-07,0,0.0012715000193566084
QSIM_q11_d8,117,0.04030300001613796,4.00003045797348e-07,0,0.010822499869391322
VQE_q11_d6,118,0.0,1.00000761449337e-06,0,0.0038459000643342733
QFT_q13_d6,119,0.0,8.00006091594696e-07,0,0.01426950003951788
RCA_q7_d2,120,0.0,7.00121745467186e-07,0,0.0014506001025438309
VQE_q15_d8,121,0.0,6.00004568696022e-07,0,0.010322399903088808
VQE_q11_d6,122,0.0,8.00006091594696e-07,0,0.007089199963957071
QSIM_q13_d2,123,0.053614200092852116,6.00004568696022e-07,0,0.009702499955892563
GHZ_q13_d4,124,0.0,8.00006091594696e-07,0,0.003292500041425228
QFT_q5_d6,125,0.027541999937966466,5.00120222568512e-07,0,0.0025397001300007105
LinearEnt_q5_d6,126,0.0,6.00004568696022e-07,0,0.0023082999978214502
RCA_q11_d2,127,0.0,4.00003045797348e-07,0,0.0017111999914050102
GHZ_q11_d6,128,0.0,4.00003045797348e-07,0,0.001771500101312995
QFT_q7_d2,129,0.0,4.00003045797348e-07,0,0.0018241999205201864
Bell_q5_d6,130,0.0,4.00003045797348e-07,0,0.0008258000016212463
QFT_q11_d4,131,0.06314550014212728,5.00120222568512e-07,0,0.006399699952453375
VQE_q13_d2,132,0.0233712000772357,4.00003045797348e-07,0,0.003036899957805872
QAOA_q5_d8,133,0.0,6.00004568696022e-07,0,0.004265200113877654
QFT_q5_d8,134,0.0,5.00120222568512e-07,0,0.00291569996625185
VQE_q15_d8,135,0.0,1.00000761449337e-06,0,0.009195599937811494
Bell_q13_d4,136,0.0,4.00003045797348e-07,0,0.0012206998653709888
LinearEnt_q5_d2,137,0.0,1.00000761449337e-06,0,0.0017252000980079174
QSIM_q15_d8,138,0.05114309978671372,5.00120222568512e-07,0,0.015504400013014674
GHZ_q5_d2,139,0.0,8.00006091594696e-07,0,0.001999800093472004
GHZ_q7_d2,140,0.0,8.00006091594696e-07,0,0.00206389999948442
QSIM_q15_d6,141,0.0,6.998889148235321e-07,0,0.012080800021067262
LinearEnt_q5_d4,142,0.0,8.00006091594696e-07,0,0.003066000062972307
QFT_q15_d4,143,0.12128790002316236,9.0012326836586e-07,0,0.01722520007751882
LinearEnt_q5_d6,144,0.0,9.0012326836586e-07,0,0.00356299988925457
QSIM_q5_d6,145,0.0,6.998889148235321e-07,0,0.005866599967703223
LinearEnt_q13_d8,146,0.03846680000424385,4.00003045797348e-07,0,0.007489799987524748
RCA_q15_d6,147,0.027594299986958504,4.00003045797348e-07,0,0.00697870017029345
RCA_q11_d2,148,0.0,8.998904377222061e-07,0,0.003038400085642934
QFT_q5_d2,149,0.04839769983664155,6.998889148235321e-07,0,0.0030453999061137438
VQE_q7_d2,150,0.0,8.00006091594696e-07,0,0.002793199848383665
