circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
QAOA,8,4,5,FullComp,17.32190650003031,0,0.0
QAOA,8,4,5,Braket,11.576762999990024,1,0.8
QAOA,8,4,5,CCache,10.939108499791473,1,0.8
QAOA,8,4,5,TransCache,11.84014619991649,1,1.0
