Circuit,Qubits,Depth,Speedup_vs_Full,Method,N,E2E_Latency_s
QFT-Like,23,2,1.2415884517358835,FS+Pre+ttl+SE+ema,10,9.540452300163452
QFT-Like,23,2,1.2070195084009903,FS,10,9.813690100098029
QFT-Like,23,2,0.6255898595570338,PR,10,18.93463460006751
QFT-Like,23,2,1.0,Full,10,11.845315400219988
QAOA-3reg,3,1,19.60940479591712,FS+Pre+ttl+SE+ema,10,0.0124254000838845
QAOA-3reg,3,1,6.081272584526007,FS,10,0.0400664000189863
QAOA-3reg,3,1,4.363795433930272,PR,10,0.0558355000102892
QAOA-3reg,3,1,1.0,Full,10,0.2436546999961137
QAOA-3reg,3,2,17.563324764662372,FS+Pre+ttl+SE+ema,10,0.0149980999412946
QAOA-3reg,3,2,6.345397860686672,FS,10,0.0415129998000338
QAOA-3reg,3,2,3.696585993352377,PR,10,0.0712594000506214
QAOA-3reg,3,2,1.0,Full,10,0.2634165001218207
QAOA-3reg,11,1,9.902428264342342,FS+Pre+ttl+SE+ema,10,0.0300834999070502
QAOA-3reg,11,1,5.003496906989362,FS,10,0.0595382999745197
QAOA-3reg,11,1,2.437902174826928,PR,10,0.1221950998879037
QAOA-3reg,11,1,1.0,Full,10,0.2978996997699141
QAOA-3reg,11,2,8.363326508056158,FS+Pre+ttl+SE+ema,10,0.0406070000608451
QAOA-3reg,11,2,4.2947186307460266,FS,10,0.0790761000243946
QAOA-3reg,11,2,1.7357777315035818,PR,10,0.1956527001457289
QAOA-3reg,11,2,1.0,Full,10,0.3396096000215038
QAOA-3reg,17,1,8.7373204281817,FS+Pre+ttl+SE+ema,10,0.0776939000352285
QAOA-3reg,17,1,4.791992265400758,FS,10,0.1416606000857427
QAOA-3reg,17,1,2.711241179590099,PR,10,0.250378500088118
QAOA-3reg,17,1,1.0,Full,10,0.6788364999229088
QAOA-3reg,17,2,7.115544137151347,FS+Pre+ttl+SE+ema,10,0.116241299896501
QAOA-3reg,17,2,4.102224800011839,FS,10,0.2016271999455057
QAOA-3reg,17,2,2.1162572508723443,PR,10,0.3908409998985007
QAOA-3reg,17,2,1.0,Full,10,0.8271200999733992
QAOA-3reg,23,1,1.4191809096704358,FS+Pre+ttl+SE+ema,10,1.5977605001535269
QAOA-3reg,23,1,1.3532234817432176,FS,10,1.675636900065001
QAOA-3reg,23,1,1.2482401963156227,PR,10,1.8165664002299309
QAOA-3reg,23,1,1.0,Full,10,2.267511200043373
QAOA-3reg,23,2,1.2674992341916471,FS+Pre+ttl+SE+ema,10,2.9799946999992244
QAOA-3reg,23,2,1.224642505851784,FS,10,3.084280499897432
QAOA-3reg,23,2,1.0998107535101118,PR,10,3.434355399862397
QAOA-3reg,23,2,1.0,Full,10,3.777141000144184
RCA,3,1,20.961981575301852,FS+Pre+ttl+SE+ema,10,0.0105553999892435
RCA,3,1,7.386088561761493,FS,10,0.0299565999303013
RCA,3,1,0.8353456673340717,PR,10,0.2648748999927193
RCA,3,1,1.0,Full,10,0.2212621000944636
RCA,3,2,21.22947369260877,FS+Pre+ttl+SE+ema,10,0.0105205999570898
RCA,3,2,6.41891531022297,FS,10,0.0347950999857857
RCA,3,2,0.7238145360138107,PR,10,0.308569100103341
RCA,3,2,1.0,Full,10,0.2233468000194989
RCA,11,1,15.596372604497958,FS+Pre+ttl+SE+ema,10,0.0153944001067429
RCA,11,1,5.838347834791399,FS,10,0.041124099981971
RCA,11,1,0.5612025089335109,PR,10,0.4278255999670364
RCA,11,1,1.0,Full,10,0.2400968000874854
RCA,11,2,12.429562664862445,FS+Pre+ttl+SE+ema,10,0.0201916999649256
RCA,11,2,5.580052021992006,FS,10,0.0449770000413991
RCA,11,2,0.4042416592186491,PR,10,0.6208513999008574
RCA,11,2,1.0,Full,10,0.2509740000241436
RCA,17,1,13.561443351126554,FS+Pre+ttl+SE+ema,10,0.0397146001341752
RCA,17,1,6.202721853370523,FS,10,0.0868307998753152
RCA,17,1,0.5079141126517455,PR,10,1.060390500118956
RCA,17,1,1.0,Full,10,0.5385872999322601
RCA,17,2,10.414310278717823,FS+Pre+ttl+SE+ema,10,0.0542002000147476
RCA,17,2,5.320209170847959,FS,10,0.1060968999518081
RCA,17,2,0.4170722497340383,PR,10,1.3533810999942943
RCA,17,2,1.0,Full,10,0.5644577001221478
RCA,23,1,1.67566129826263,FS+Pre+ttl+SE+ema,10,0.8066515001119114
RCA,23,1,1.568982548369062,FS,10,0.8614976000390016
RCA,23,1,0.6940225807460207,PR,10,1.9475946999737064
RCA,23,1,1.0,Full,10,1.3516746999230236
RCA,23,2,1.3935650263118198,FS+Pre+ttl+SE+ema,10,1.382703399984166
RCA,23,2,1.3330262881235486,FS,10,1.44549819995882
RCA,23,2,0.6638439187077216,PR,10,2.9026206999551505
RCA,23,2,1.0,Full,10,1.9268870999803769
VQE-Full,3,1,23.035942595267578,FS+Pre+ttl+SE+ema,10,0.0100966999307274
VQE-Full,3,1,6.417361493442264,FS,10,0.0362434000708162
VQE-Full,3,1,0.7246220134431682,PR,10,0.3209769999957643
VQE-Full,3,1,1.0,Full,10,0.2325870000058785
VQE-Full,3,2,19.763480504361304,FS+Pre+ttl+SE+ema,10,0.0123677001101896
VQE-Full,3,2,6.844214466026616,FS,10,0.0357131999917328
VQE-Full,3,2,0.6561149473622443,PR,10,0.3725395999499596
VQE-Full,3,2,1.0,Full,10,0.2444288000115193
VQE-Full,11,1,14.655562916047291,FS+Pre+ttl+SE+ema,10,0.0174476000247523
VQE-Full,11,1,6.0434211166633425,FS,10,0.0423112000571563
VQE-Full,11,1,0.5300203586712099,PR,10,0.4824426000122912
VQE-Full,11,1,1.0,Full,10,0.2557043998967856
VQE-Full,11,2,12.216800476714722,FS+Pre+ttl+SE+ema,10,0.0236802999861538
VQE-Full,11,2,6.037634841166457,FS,10,0.047915700066369
VQE-Full,11,2,0.41657385018664617,PR,10,0.6944686999195255
VQE-Full,11,2,1.0,Full,10,0.2892975001595914
VQE-Full,17,1,12.037637662351518,FS+Pre+ttl+SE+ema,10,0.0461240000440739
VQE-Full,17,1,5.568343651279894,FS,10,0.0997107999864965
VQE-Full,17,1,0.4847500659205259,PR,10,1.1453820001333952
VQE-Full,17,1,1.0,Full,10,0.5552240000688471
VQE-Full,17,2,9.288489281869929,FS+Pre+ttl+SE+ema,10,0.0665328000322915
VQE-Full,17,2,5.05009900356752,FS,10,0.1223716999520547
VQE-Full,17,2,0.4137673377939239,PR,10,1.493566899909638
VQE-Full,17,2,1.0,Full,10,0.6179891999927349
VQE-Full,23,1,1.5339147694955582,FS+Pre+ttl+SE+ema,10,0.9445235998719
VQE-Full,23,1,1.458792757859912,FS,10,0.9931627999758348
VQE-Full,23,1,0.6843204549061107,PR,10,2.117164099938236
VQE-Full,23,1,1.0,Full,10,1.4488186999806203
VQE-Full,23,2,1.24148888387443,FS+Pre+ttl+SE+ema,10,1.992553000105545
VQE-Full,23,2,1.2195672484760973,FS,10,2.028368999948725
VQE-Full,23,2,0.7186822694836233,PR,10,3.442038999986835
VQE-Full,23,2,1.0,Full,10,2.47373240016168
QSIM-XXZ,3,1,19.275243825092307,FS+Pre+ttl+SE+ema,10,0.0123763000010512
QSIM-XXZ,3,1,7.029197443534925,FS,10,0.0339379000361077
QSIM-XXZ,3,1,3.967241797315423,PR,10,0.0601315000094473
QSIM-XXZ,3,1,1.0,Full,10,0.2385562001727521
QSIM-XXZ,3,2,15.970094141036856,FS+Pre+ttl+SE+ema,10,0.0152076999656856
QSIM-XXZ,3,2,5.769407484287931,FS,10,0.0420958999311551
QSIM-XXZ,3,2,2.8568383711096343,PR,10,0.0850129998871125
QSIM-XXZ,3,2,1.0,Full,10,0.242868400120642
QSIM-XXZ,11,1,9.86044072712744,FS+Pre+ttl+SE+ema,10,0.0286938999779522
QSIM-XXZ,11,1,5.52127646677359,FS,10,0.0512444000341929
QSIM-XXZ,11,1,2.066763136464787,PR,10,0.1368974000797607
QSIM-XXZ,11,1,1.0,Full,10,0.282934499962721
QSIM-XXZ,11,2,8.71181623294959,FS+Pre+ttl+SE+ema,10,0.0366648000199347
QSIM-XXZ,11,2,4.676443639520008,FS,10,0.0683033998939208
QSIM-XXZ,11,2,1.387418942660627,PR,10,0.2302239000564441
QSIM-XXZ,11,2,1.0,Full,10,0.3194169999915175
QSIM-XXZ,17,1,12.345298932697737,FS+Pre+ttl+SE+ema,10,0.0509071998530998
QSIM-XXZ,17,1,5.543917624229025,FS,10,0.113361099967733
QSIM-XXZ,17,1,2.3145710568102653,PR,10,0.2715252997586503
QSIM-XXZ,17,1,1.0,Full,10,0.6284646000131033
QSIM-XXZ,17,2,9.177119484576759,FS+Pre+ttl+SE+ema,10,0.0819220999837853
QSIM-XXZ,17,2,4.725965157125895,FS,10,0.1590804999577812
QSIM-XXZ,17,2,1.7245443483498206,PR,10,0.4359463998116553
QSIM-XXZ,17,2,1.0,Full,10,0.7518088999786414
QSIM-XXZ,23,1,2.061741838245633,FS+Pre+ttl+SE+ema,10,0.6277931000222452
QSIM-XXZ,23,1,1.8488774016587657,FS,10,0.7000719998613931
QSIM-XXZ,23,1,1.1866250072345115,PR,10,1.0907804000307806
QSIM-XXZ,23,1,1.0,Full,10,1.2943473000777883
QSIM-XXZ,23,2,1.7745230019028915,FS+Pre+ttl+SE+ema,10,0.9988673001062124
QSIM-XXZ,23,2,1.6284105534671396,FS,10,1.0884926998987794
QSIM-XXZ,23,2,1.2262434795596464,PR,10,1.445482099952642
QSIM-XXZ,23,2,1.0,Full,10,1.7725129998871123
