size,method,n,mean,std,median,p25,p75,n_fail
600,FS,5.0,197.5390625,0.36561331445001427,197.42578125,197.24609375,197.7734375,0
600,PR,5.0,252.0640625,3.0382365522875685,251.44921875,251.2578125,253.30078125,0
600,TransCache,5.0,209.95078125,4.456163026193681,208.58203125,206.69921875,213.625,0
700,FS,5.0,197.8609375,0.3815796474443442,197.9765625,197.62109375,198.05859375,0
700,PR,5.0,255.2375,0.7133903428348326,254.99609375,254.69140625,256.03515625,0
700,TransCache,5.0,210.91484375,1.995919298883662,211.43359375,210.6171875,211.6484375,0
