size,round,method,e2e_latency,final_cache_size,final_hitrate
500,1,FS+Pre+ttl+SE+ema,11.26946180001869,77,0.758
500,1,FS+ttl+SE+ema,17.783208600008038,64,0.744
500,1,FS+Pre,10.840396299994609,96,0.816
500,1,FS,9.066331700010778,96,0.808
500,1,NoCache,27.19911699999375,0,0.0
500,2,FS+Pre+ttl+SE+ema,9.033094699987487,81,0.75
500,2,FS+ttl+SE+ema,11.085170700015624,78,0.738
500,2,FS+Pre,8.073779800016382,99,0.81
500,2,FS,9.56295579998823,99,0.802
500,2,NoCache,26.42528470000616,0,0.0
500,3,FS+Pre+ttl+SE+ema,9.558503300004304,76,0.758
500,3,FS+ttl+SE+ema,11.344651100013834,71,0.75
500,3,FS+Pre,8.257339799983129,99,0.808
500,3,FS,9.679956999990281,99,0.802
500,3,NoCache,27.894840399987515,0,0.0
500,4,FS+Pre+ttl+SE+ema,9.96084649999284,80,0.752
500,4,FS+ttl+SE+ema,12.204010300000846,76,0.738
500,4,FS+Pre,10.328010799996264,103,0.802
500,4,FS,18.13313789998574,103,0.794
500,4,NoCache,56.28460770000402,0,0.0
500,5,FS+Pre+ttl+SE+ema,20.092891699985557,78,0.74
500,5,FS+ttl+SE+ema,22.411689200008368,62,0.718
500,5,FS+Pre,17.685725800008186,106,0.796
500,5,FS,18.91810440001791,106,0.788
500,5,NoCache,57.61471010000423,0,0.0
