size,method,e2e_latency_mean,e2e_latency_std,final_cache_size_mean,final_cache_size_std,final_hitrate_mean,final_hitrate_std
500,FS+Pre+ttl+SE+ema,11.982959599997775,4.608381235452682,78.4,2.073644135332772,0.7516,0.007402702209328706
500,FS+ttl+SE+ema,14.965745980009341,4.979421217631608,70.2,7.085195833567341,0.7376,0.01203328716519307
500,FS+Pre,11.037050499999713,3.913248593964795,100.6,3.9115214431215892,0.8064,0.0076681158050722975
500,FS,13.072097359998589,4.9914120970992695,100.6,3.9115214431215892,0.7988,0.007823042886243185
500,NoCache,39.08371197999914,16.32436010361314,0.0,0.0,0.0,0.0
