circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
QFT-Like,16,1,5,TransCache,13.367549999966286,1,1.0
QFT-Like,16,1,5,CCache,12.4205832000589,1,0.8
QFT-Like,16,1,5,Braket,12.360818899935111,0,0.0
QFT-Like,16,1,5,FullComp,12.213488499866799,0,0.0
