circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
QAOA-3reg,8,1,10,FullComp,23.819302799995057,0,0.0
QAOA-3reg,8,1,10,Braket,21.804892800049856,1,0.9
QAOA-3reg,8,1,10,CCache,22.42258390004281,1,0.9
QAOA-3reg,8,1,10,TransCache,22.267778299981728,1,1.0
