circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
QFT-Like,16,1,10,FullComp,28.951773300068453,0,0.0
QFT-Like,16,1,10,Braket,26.62903670000378,0,0.0
QFT-Like,16,1,10,CCache,23.74108910013456,1,0.9
QFT-Like,16,1,10,TransCache,22.311467499821447,1,1.0
