circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
QFT-Like,16,1,5,TransCache,11.18037610000465,1,1.0
QFT-Like,16,1,5,CCache,12.386964400066063,1,0.8
QFT-Like,16,1,5,Braket,12.14100230007898,0,0.0
QFT-Like,16,1,5,FullComp,13.482369799981825,0,0.0
