circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
GHZ-Chain,4,1,5,TransCache,11.18258330016397,1,1.0
GHZ-Chain,4,1,5,CCache,11.530209500109777,1,0.8
GHZ-Chain,4,1,5,Braket,10.921955599915236,0,0.0
GHZ-Chain,4,1,5,FullComp,11.124649299890734,0,0.0
