circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
QAOA-3reg,16,1,5,TransCache,13.385748500120826,1,1.0
QAOA-3reg,16,1,5,CCache,14.312637999770232,1,0.8
QAOA-3reg,16,1,5,Braket,10.972956300131045,1,0.8
QAOA-3reg,16,1,5,FullComp,11.378514599753544,0,0.0
