circuit_tag,total_base,total_tcache,speedup_total,base_03,tc_02,tc_03,tc_07,tc_sum_020307,speedup_compile
GHZ-Chain\_all\_QD,9.353,6.133,1.53,5.983,0.046,1.306,1.266,2.619,2.28
LinearEnt\_all\_QD,45.592,36.476,1.25,18.477,0.332,3.554,4.583,8.469,2.18
QFT-Like\_all\_QD,300.980,208.271,1.45,129.942,1.511,26.099,4.330,31.941,4.07
RCA\_all\_QD,35.984,26.680,1.35,14.121,0.215,2.821,0.827,3.862,3.66
QSIM-XXZ\_all\_QD,47.381,24.415,1.94,31.525,0.766,5.554,2.201,8.522,3.70
QAOA-3reg\_all\_QD,89.733,64.115,1.40,34.210,0.760,6.974,2.312,10.046,3.41
VQE-Full\_all\_QD,49.753,43.897,1.13,16.954,0.471,3.365,6.386,10.222,1.66
