size,round,method,e2e_latency,final_cache_size,final_hitrate
50,1,FS+Pre+ttl+SE+ema,1.8016510996967554,31,0.36
50,1,FS+Pre+ttl+SE,1.9079895000904799,31,0.36
50,1,FS+Pre+ttl,1.7493911990895867,34,0.38
50,1,FS+Pre,1.7600547005422413,34,0.38
50,1,FS,1.8268568003550172,34,0.32
50,1,PR,2.0919850007630885,23,0.22
50,2,FS+Pre+ttl+SE+ema,1.7739570997655392,31,0.36
50,2,FS+Pre+ttl+SE,1.7367518991231918,31,0.36
50,2,FS+Pre+ttl,1.7531281001865864,35,0.36
50,2,FS+Pre,1.7543023005127907,35,0.36
50,2,FS,1.9452822976745665,35,0.3
50,2,PR,2.7709823017939925,20,0.16
50,3,FS+Pre+ttl+SE+ema,1.7824740996584296,27,0.44
50,3,FS+Pre+ttl+SE,1.8187528005801141,27,0.44
50,3,FS+Pre+ttl,1.9536682995967567,31,0.44
50,3,FS+Pre,1.8196792998351157,31,0.44
50,3,FS,1.9268314014188945,31,0.38
50,3,PR,2.5687095993198454,16,0.18
100,1,FS+Pre+ttl+SE+ema,3.5371667006984353,49,0.47
100,1,FS+Pre+ttl+SE,3.251930400263518,49,0.47
100,1,FS+Pre+ttl,3.2469964008778334,51,0.53
100,1,FS+Pre,3.450566499494016,51,0.53
100,1,FS,3.997380501125008,51,0.49
100,1,PR,5.264859299175441,28,0.22
100,2,FS+Pre+ttl+SE+ema,3.9499626993201673,45,0.5
100,2,FS+Pre+ttl+SE,3.6611350011080503,45,0.5
100,2,FS+Pre+ttl,3.880129000172019,50,0.53
100,2,FS+Pre,3.650156698655337,50,0.53
100,2,FS,4.212401601020247,50,0.5
100,2,PR,5.544261702802032,27,0.29
100,3,FS+Pre+ttl+SE+ema,3.6758263017982244,49,0.47
100,3,FS+Pre+ttl+SE,3.946983599103987,49,0.47
100,3,FS+Pre+ttl,3.6362218004651368,55,0.49
100,3,FS+Pre,3.7994221006520092,55,0.49
100,3,FS,3.5111187994480133,55,0.45
100,3,PR,5.637733499519527,26,0.17
150,1,FS+Pre+ttl+SE+ema,4.141126099042594,55,0.5666666666666667
150,1,FS+Pre+ttl+SE,4.583107902202755,55,0.5666666666666667
150,1,FS+Pre+ttl,3.601127999369055,64,0.6
150,1,FS+Pre,3.6327091986313462,64,0.6
150,1,FS,3.863220499828458,64,0.5733333333333334
150,1,PR,6.011497799307108,39,0.3333333333333333
150,2,FS+Pre+ttl+SE+ema,4.405215300153941,56,0.56
150,2,FS+Pre+ttl+SE,4.4085233001969755,56,0.56
150,2,FS+Pre+ttl,4.008909501135349,65,0.5933333333333334
150,2,FS+Pre,3.9570530033670366,65,0.5933333333333334
150,2,FS,4.191859001293778,65,0.5666666666666667
150,2,PR,7.087654798757285,34,0.35333333333333333
150,3,FS+Pre+ttl+SE+ema,4.372669198084623,56,0.56
150,3,FS+Pre+ttl+SE,4.550051198806614,56,0.56
150,3,FS+Pre+ttl,3.857946999836713,67,0.58
150,3,FS+Pre,3.9565591025166214,67,0.58
150,3,FS,4.764235998503864,67,0.5533333333333333
150,3,PR,7.342249599285424,39,0.32
200,1,FS+Pre+ttl+SE+ema,5.731081701349467,70,0.58
200,1,FS+Pre+ttl+SE,5.993088598828763,70,0.58
200,1,FS+Pre+ttl,4.88501919945702,80,0.62
200,1,FS+Pre,4.740373398642987,80,0.62
200,1,FS,5.191513400990516,80,0.6
200,1,PR,10.058068599086255,46,0.32
200,2,FS+Pre+ttl+SE+ema,5.013703397009522,63,0.615
200,2,FS+Pre+ttl+SE,4.731764298398048,63,0.615
200,2,FS+Pre+ttl,3.6955430009402335,70,0.67
200,2,FS+Pre,4.099315102677792,70,0.67
200,2,FS,3.734945997595787,70,0.65
200,2,PR,7.351795697584748,36,0.33
200,3,FS+Pre+ttl+SE+ema,4.74808490043506,59,0.635
200,3,FS+Pre+ttl+SE,5.036748797167093,59,0.635
200,3,FS+Pre+ttl,4.159126800950617,72,0.66
200,3,FS+Pre,4.710557700600475,72,0.66
200,3,FS,5.038071695249528,72,0.64
200,3,PR,7.703462598379701,46,0.445
300,1,FS+Pre+ttl+SE+ema,6.450470497831702,71,0.6833333333333333
300,1,FS+Pre+ttl+SE,5.945309403352439,71,0.6833333333333333
300,1,FS+Pre+ttl,5.423186000902206,90,0.7133333333333334
300,1,FS+Pre,5.18287960300222,90,0.7133333333333334
300,1,FS,5.798011001199484,90,0.7
300,1,PR,12.36815169872716,46,0.48
300,2,FS+Pre+ttl+SE+ema,6.046880601439625,63,0.71
300,2,FS+Pre+ttl+SE,5.730129299685359,63,0.71
300,2,FS+Pre+ttl,4.977971602696925,83,0.7366666666666667
300,2,FS+Pre,5.032528298906982,83,0.7366666666666667
300,2,FS,5.14147480065003,83,0.7233333333333334
300,2,PR,12.849967599380761,45,0.33666666666666667
300,3,FS+Pre+ttl+SE+ema,5.533354100771248,68,0.6933333333333334
300,3,FS+Pre+ttl+SE,5.860185598023236,68,0.6933333333333334
300,3,FS+Pre+ttl,4.568939798977226,82,0.74
300,3,FS+Pre,4.876581498421729,82,0.74
300,3,FS,4.5985702010802925,82,0.7266666666666667
300,3,PR,11.447968098334968,48,0.48333333333333334
350,1,FS+Pre+ttl+SE+ema,7.3092909012921154,77,0.6942857142857143
350,1,FS+Pre+ttl+SE,6.542314300779253,77,0.6942857142857143
350,1,FS+Pre+ttl,6.271574400831014,98,0.7314285714285714
350,1,FS+Pre,5.974742701277137,98,0.7314285714285714
350,1,FS,6.903405399993062,98,0.72
350,1,PR,17.84667019871995,55,0.43142857142857144
350,2,FS+Pre+ttl+SE+ema,6.694587798789144,71,0.7114285714285714
350,2,FS+Pre+ttl+SE,7.284869401715696,71,0.7114285714285714
350,2,FS+Pre+ttl,5.655508399941027,90,0.7542857142857143
350,2,FS+Pre,6.803073201794177,90,0.7542857142857143
350,2,FS,6.066878798883408,90,0.7428571428571429
350,2,PR,17.788197500631213,53,0.4342857142857143
350,3,FS+Pre+ttl+SE+ema,6.605605001561344,69,0.7171428571428572
350,3,FS+Pre+ttl+SE,6.912831997964531,69,0.7171428571428572
350,3,FS+Pre+ttl,6.115563100669533,94,0.74
350,3,FS+Pre,5.999989599920809,95,0.74
350,3,FS,6.197968500200659,95,0.7285714285714285
350,3,PR,19.296942201443017,55,0.3028571428571429
400,1,FS+Pre+ttl+SE+ema,7.478383098728955,71,0.735
400,1,FS+Pre+ttl+SE,6.957763799466193,71,0.735
400,1,FS+Pre+ttl,5.481213000137359,91,0.78
400,1,FS+Pre,5.484725401271135,91,0.78
400,1,FS,5.599656502716243,91,0.7725
400,1,PR,19.892634697724134,50,0.4575
400,2,FS+Pre+ttl+SE+ema,7.243390504270792,82,0.71
400,2,FS+Pre+ttl+SE,6.566961600910872,82,0.71
400,2,FS+Pre+ttl,5.3451453992165625,98,0.765
400,2,FS+Pre,6.623666699044406,98,0.765
400,2,FS,6.021058802492917,98,0.755
400,2,PR,15.931961400434375,56,0.4025
400,3,FS+Pre+ttl+SE+ema,6.942143898457289,73,0.7325
400,3,FS+Pre+ttl+SE,6.815098599065095,73,0.7325
400,3,FS+Pre+ttl,5.910140803083777,96,0.77
400,3,FS+Pre,6.972591999452561,96,0.77
400,3,FS,6.4917728011496365,96,0.76
400,3,PR,14.197341598570347,51,0.4625
450,1,FS+Pre+ttl+SE+ema,6.68408379284665,74,0.7466666666666667
450,1,FS+Pre+ttl+SE,6.726720400620252,74,0.7466666666666667
450,1,FS+Pre+ttl,6.02393509959802,94,0.8
450,1,FS+Pre,5.30630369996652,94,0.8
450,1,FS,5.414665696211159,94,0.7911111111111111
450,1,PR,18.847419899888337,55,0.37333333333333335
450,2,FS+Pre+ttl+SE+ema,6.703550299629569,74,0.7466666666666667
450,2,FS+Pre+ttl+SE,6.812619203235954,74,0.7466666666666667
450,2,FS+Pre+ttl,6.424597104545683,100,0.7844444444444445
450,2,FS+Pre,5.893868599087,101,0.7844444444444445
450,2,FS,6.512030398938805,101,0.7755555555555556
450,2,PR,18.298337693791837,60,0.47555555555555556
450,3,FS+Pre+ttl+SE+ema,8.780804398003966,82,0.7266666666666667
450,3,FS+Pre+ttl+SE,9.223167398944497,82,0.7266666666666667
450,3,FS+Pre+ttl,7.479867100715637,107,0.7622222222222222
450,3,FS+Pre,6.640372303314507,108,0.7666666666666667
450,3,FS,8.008533698972315,108,0.76
450,3,PR,20.739134701434523,63,0.4088888888888889
