circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
QAOA-3reg,16,1,5,TransCache,13.143259900156409,1,1.0
QAOA-3reg,16,1,5,CCache,12.717515500029549,1,0.8
QAOA-3reg,16,1,5,Braket,11.140504300128669,1,0.8
QAOA-3reg,16,1,5,FullComp,11.479873499833047,0,0.0
