circuit,q,d,N,method,e2e_latency,final_cache_size,final_hitrate
bell,16,1,5,TransCache,11.66473580012098,1,1.0
bell,16,1,5,CCache,11.777876900043339,1,0.8
bell,16,1,5,Braket,12.010651200194843,0,0.0
bell,16,1,5,FullComp,10.527587599935941,0,0.0
